Campanha,Ponto,Metodo_de_Captura,Nome_Cientifico,linhas,individuos,sexos,n_sexos,emgs,n_emgs,cp_vals,pc_vals
C007-2013-06,ICTIO06,Puça,Knodus cf. heteresthes,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO07,Arrasto,Characidium aff. zebra,4,4.0,,0,,0,4,4
C007-2013-06,ICTIO07,Arrasto,Tetragonopterus chalceus,12,12.0,,0,,0,12,12
C007-2013-06,ICTIO07,Puça,Bryconexodon trombetasi,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO07,Puça,"Corydoras sp. ""loretoensis""",4,4.0,,0,,0,4,4
C007-2013-06,ICTIO07,Puça,Hoplias malabaricus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO07,Rede de Emalhar,Acestrorhynchus microlepis,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO07,Rede de Emalhar,Brycon aff. pesu,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO07,Rede de Emalhar,Leporinus britskii,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO07,Rede de Emalhar,Moenkhausia gr. grandisquamis,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO08,Arrasto,Characidium aff. zebra,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO08,Arrasto,Tetragonopterus chalceus,58,58.0,,0,,0,58,58
C007-2013-06,ICTIO08,Rede de Emalhar,Boulengerella cuvieri,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO08,Vara e Molinete,Plagioscion squamosissimus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO09,Puça,Bryconops cf. melanurus,4,4.0,,0,,0,4,4
C007-2013-06,ICTIO09,Puça,"Corydoras sp. ""loretoensis""",4,4.0,,0,,0,4,4
C007-2013-06,ICTIO09,Puça,Hemiodus cf. microlepis,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO09,Puça,Hemiodus unimaculatus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Puça,Hyphessobrycon aff. heliacus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO09,Puça,Hyphessobrycon cf. tukunai,597,597.0,,0,,0,597,597
C007-2013-06,ICTIO09,Puça,Hypostomus aff. soniae,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Puça,Imparfinis stictonotus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO09,Puça,Jupiaba polylepis,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO09,Puça,Leporinus cf. fasciatus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Puça,Moenkhausia collettii,10,10.0,,0,,0,10,10
C007-2013-06,ICTIO09,Puça,Moenkhausia gr. grandisquamis,21,21.0,,0,,0,21,21
C007-2013-06,ICTIO09,Puça,Moenkhausia oligolepis,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Puça,"Moenkhausia sp. ""lepidura longa""",22,22.0,,0,,0,22,22
C007-2013-06,ICTIO09,Puça,Phenacogaster cf. retorpinnus,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO09,Rede de Emalhar,Acestrorhynchus falcatus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Rede de Emalhar,Acestrorhynchus microlepis,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Rede de Emalhar,Aphanotorulus emarginatus,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO09,Rede de Emalhar,Bryconexodon trombetasi,25,25.0,,0,,0,25,25
C007-2013-06,ICTIO09,Rede de Emalhar,Caenotropus schizodon,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO09,Rede de Emalhar,Crenicichla labrina,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Rede de Emalhar,Cyphocharax cf. spilurus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Rede de Emalhar,Hemisorubim platyrhynchos,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Rede de Emalhar,Hydrolycus armatus,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO09,Rede de Emalhar,Hydrolycus tatauaia,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO09,Rede de Emalhar,Leporinus britskii,5,5.0,,0,,0,5,5
C007-2013-06,ICTIO09,Rede de Emalhar,Leporinus cf. fasciatus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO09,Rede de Emalhar,Leporinus friderici,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO09,Rede de Emalhar,Moenkhausia gr. grandisquamis,5,5.0,,0,,0,5,5
C007-2013-06,ICTIO09,Rede de Emalhar,Prochilodus nigricans,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO09,Vara e Molinete,Plagioscion squamosissimus,4,4.0,,0,,0,4,4
C007-2013-06,ICTIO09,Vara e Molinete,Zungaro zungaro,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO10,Arrasto,Tetragonopterus chalceus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO10,Puça,Aequidens epae,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO10,Puça,Hyphessobrycon cf. tukunai,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO10,Puça,Moenkhausia gr. grandisquamis,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO10,Puça,Moenkhausia phaeonota,108,108.0,,0,,0,108,108
C007-2013-06,ICTIO10,Puça,Tetragonopterus chalceus,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO10,Rede de Emalhar,Acestrorhynchus falcatus,18,18.0,,0,,0,18,18
C007-2013-06,ICTIO10,Rede de Emalhar,Acestrorhynchus microlepis,9,9.0,,0,,0,9,9
C007-2013-06,ICTIO10,Rede de Emalhar,Caenotropus schizodon,29,29.0,,0,,0,29,29
C007-2013-06,ICTIO10,Rede de Emalhar,Cyphocharax cf. spilurus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO10,Rede de Emalhar,Eigenmannia gr. trilineata,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO10,Rede de Emalhar,Hemiodus cf. microlepis,20,20.0,,0,,0,20,20
C007-2013-06,ICTIO10,Rede de Emalhar,Hemiodus unimaculatus,7,7.0,,0,,0,7,7
C007-2013-06,ICTIO10,Rede de Emalhar,Hydrolycus armatus,11,11.0,,0,,0,11,11
C007-2013-06,ICTIO10,Rede de Emalhar,Leporinus britskii,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO10,Rede de Emalhar,Moenkhausia gr. grandisquamis,11,11.0,,0,,0,11,11
C007-2013-06,ICTIO10,Rede de Emalhar,Tetragonopterus chalceus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO10,Vara e Molinete,Zungaro zungaro,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO11,Puça,Hyphessobrycon cf. tukunai,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO11,Rede de Emalhar,Curimata inornata,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO11,Rede de Emalhar,Hemisorubim platyrhynchos,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO11,Rede de Emalhar,Schizodon vittatus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO11,Rede de Emalhar,Serrasalmus rhombeus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO12,Puça,Hyphessobrycon cf. tukunai,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO12,Rede de Emalhar,Hemisorubim platyrhynchos,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO12,Rede de Emalhar,Hydrolycus armatus,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO13A,Arrasto,Characidium aff. zebra,8,8.0,,0,,0,8,8
C007-2013-06,ICTIO13A,Puça,Apistogramma gr. steindachneri,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO13A,Puça,Astyanax gracilior,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO13A,Puça,"Corydoras sp. ""loretoensis""",10,10.0,,0,,0,10,10
C007-2013-06,ICTIO13A,Puça,Corydoras xinguensis,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO13A,Puça,Crenicichla lugubris,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Puça,Curculionichthys luteofrenatus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO13A,Puça,Eigenmannia gr. trilineata,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO13A,Puça,Hoplias malabaricus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Puça,Hyphessobrycon cf. tukunai,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO13A,Puça,Imparfinis stictonotus,9,9.0,,0,,0,9,9
C007-2013-06,ICTIO13A,Puça,Ituglanis amazonicus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Puça,Jupiaba apenima,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO13A,Puça,Leporinus friderici,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Puça,Moenkhausia phaeonota,21,21.0,,0,,0,21,21
C007-2013-06,ICTIO13A,Puça,"Moenkhausia sp. ""lepidura longa""",3,3.0,,0,,0,3,3
C007-2013-06,ICTIO13A,Puça,Phenacorhamdia cf. somnians,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Puça,Pimelodella gracilis,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Rede de Emalhar,Hydrolycus armatus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Rede de Emalhar,Hydrolycus tatauaia,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO13A,Rede de Emalhar,Serrasalmus rhombeus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO14,Puça,Bryconexodon trombetasi,30,30.0,,0,,0,30,30
C007-2013-06,ICTIO14,Puça,Hyphessobrycon cf. tukunai,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO14,Puça,Jupiaba polylepis,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO14,Puça,Moenkhausia gr. grandisquamis,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO14,Rede de Emalhar,Brycon falcatus,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO14,Rede de Emalhar,Pachyurus junki,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO14,Rede de Emalhar,Serrasalmus rhombeus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO14,Vara e Molinete,Astyanax multidens,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO14,Vara e Molinete,Plagioscion squamosissimus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Puça,Apistogramma gr. steindachneri,12,12.0,,0,,0,12,12
C007-2013-06,ICTIO15,Puça,Bryconexodon trombetasi,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO15,Puça,Corydoras xinguensis,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Puça,Hyphessobrycon cf. tukunai,22,22.0,,0,,0,22,22
C007-2013-06,ICTIO15,Puça,Hyphessobrycon pinnistriatus,25,25.0,,0,,0,25,25
C007-2013-06,ICTIO15,Puça,Hypostomus aff. soniae,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Puça,Moenkhausia gr. grandisquamis,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO15,Puça,Moenkhausia oligolepis,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO15,Puça,Pamphorichthys cf. scalpridens,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Puça,Tetragonopterus chalceus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO15,Rede de Emalhar,Acestrorhynchus falcatus,5,5.0,,0,,0,5,5
C007-2013-06,ICTIO15,Rede de Emalhar,Acestrorhynchus microlepis,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO15,Rede de Emalhar,Brycon aff. pesu,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO15,Rede de Emalhar,Brycon falcatus,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Rede de Emalhar,Bryconexodon trombetasi,6,6.0,,0,,0,6,6
C007-2013-06,ICTIO15,Rede de Emalhar,Caenotropus schizodon,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Rede de Emalhar,Crenicichla lugubris,2,2.0,,0,,0,2,2
C007-2013-06,ICTIO15,Rede de Emalhar,Curimata inornata,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO15,Rede de Emalhar,Cyphocharax cf. spilurus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO15,Rede de Emalhar,Hemiodus unimaculatus,5,5.0,,0,,0,5,5
C007-2013-06,ICTIO15,Rede de Emalhar,Hoplias malabaricus,3,3.0,,0,,0,3,3
C007-2013-06,ICTIO15,Rede de Emalhar,Moenkhausia oligolepis,4,4.0,,0,,0,4,4
C007-2013-06,ICTIO15,Rede de Emalhar,Prochilodus nigricans,4,4.0,,0,,0,4,4
C007-2013-06,ICTIO15,Rede de Emalhar,Tetragonopterus chalceus,1,1.0,,0,,0,1,1
C007-2013-06,ICTIO15,Vara e Molinete,Pseudoplatystoma punctifer,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO01,Arrasto,"""Hemigrammus"" cf. geisleri",6,6.0,,0,,0,6,6
C008-2013-09,ICTIO01,Arrasto,"Ancistrus sp. ""lineolatus""",3,3.0,,0,,0,3,3
C008-2013-09,ICTIO01,Arrasto,Apistogramma gr. steindachneri,46,46.0,,0,,0,46,46
C008-2013-09,ICTIO01,Arrasto,Astyanax gracilior,80,80.0,,0,,0,80,80
C008-2013-09,ICTIO01,Arrasto,Astyanax multidens,8,8.0,,0,,0,8,8
C008-2013-09,ICTIO01,Arrasto,Characidium aff. zebra,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO01,Arrasto,"Corydoras sp. ""loretoensis""",79,79.0,,0,,0,79,79
C008-2013-09,ICTIO01,Arrasto,Corydoras xinguensis,8,8.0,,0,,0,8,8
C008-2013-09,ICTIO01,Arrasto,Crenicichla cf. lepidota,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO01,Arrasto,Crenicichla lugubris,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO01,Arrasto,Curculionichthys luteofrenatus,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO01,Arrasto,Farlowella cf. smithi,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO01,Arrasto,Gymnorhamphichthys sp.,15,15.0,,0,,0,15,15
C008-2013-09,ICTIO01,Arrasto,"Hisonotus sp. ""manchado""",4,4.0,,0,,0,4,4
C008-2013-09,ICTIO01,Arrasto,Hyphessobrycon cf. tukunai,163,163.0,,0,,0,163,163
C008-2013-09,ICTIO01,Arrasto,Hyphessobrycon pinnistriatus,71,71.0,,0,,0,71,71
C008-2013-09,ICTIO01,Arrasto,Hypostomus aff. soniae,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO01,Arrasto,Imparfinis stictonotus,39,39.0,,0,,0,39,39
C008-2013-09,ICTIO01,Arrasto,Jupiaba acanthogaster,6,6.0,,0,,0,6,6
C008-2013-09,ICTIO01,Arrasto,Jupiaba polylepis,46,46.0,,0,,0,46,46
C008-2013-09,ICTIO01,Arrasto,Microschemobrycon elongatus,7,7.0,,0,,0,7,7
C008-2013-09,ICTIO01,Arrasto,Moenkhausia collettii,15,15.0,,0,,0,15,15
C008-2013-09,ICTIO01,Arrasto,Moenkhausia gr. grandisquamis,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO01,Arrasto,Moenkhausia oligolepis,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO01,Arrasto,"Moenkhausia sp. ""lepidura longa""",242,242.0,,0,,0,242,242
C008-2013-09,ICTIO01,Arrasto,Myleus setiger,6,6.0,,0,,0,6,6
C008-2013-09,ICTIO01,Arrasto,Otocinclus hasemani,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO01,Arrasto,Pamphorichthys cf. scalpridens,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO01,Arrasto,Phenacogaster cf. retorpinnus,26,26.0,,0,,0,26,26
C008-2013-09,ICTIO01,Arrasto,Pimelodella aff. howesi,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO01,Arrasto,Rhamdia quelen,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO01,Arrasto,Rineloricaria sp.,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO01,Arrasto,Serrapinnus notomelas,7,7.0,,0,,0,7,7
C008-2013-09,ICTIO01,Arrasto,Sternopygus macrurus,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO01,Arrasto,Tetragonopterus chalceus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO01,Arrasto,Thayeria boehlkei,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO02,Arrasto,"Ancistrus sp. ""lineolatus""",5,5.0,,0,,0,5,5
C008-2013-09,ICTIO02,Arrasto,Brycon aff. pesu,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO02,Arrasto,Brycon falcatus,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO02,Arrasto,"Corydoras sp. ""loretoensis""",3,3.0,,0,,0,3,3
C008-2013-09,ICTIO02,Arrasto,Crenicichla lugubris,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO02,Arrasto,Gymnorhamphichthys sp.,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO02,Arrasto,Hoplias malabaricus,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO02,Arrasto,Hyphessobrycon cf. tukunai,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO02,Arrasto,Jupiaba apenima,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO02,Arrasto,Melanorivulus kayabi,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO02,Arrasto,Moenkhausia collettii,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO02,Arrasto,Moenkhausia oligolepis,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO02,Arrasto,Moenkhausia phaeonota,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO02,Arrasto,"Moenkhausia sp. ""lepidura longa""",42,42.0,,0,,0,42,42
C008-2013-09,ICTIO02,Arrasto,Phenacorhamdia cf. somnians,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO02,Arrasto,Pimelodus blochii,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO02,Arrasto,Rhamdia quelen,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO02,Rede de Emalhar,Leporinus friderici,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO02,Vara e Molinete,Brycon falcatus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Aequidens epae,17,17.0,,0,,0,17,17
C008-2013-09,ICTIO03,Arrasto,"Ancistrus sp. ""lineolatus""",2,2.0,,0,,0,2,2
C008-2013-09,ICTIO03,Arrasto,Astyanax aff. bimaculatus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Astyanax gracilior,6,6.0,,0,,0,6,6
C008-2013-09,ICTIO03,Arrasto,Brycon aff. pesu,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Characidium aff. zebra,7,7.0,,0,,0,7,7
C008-2013-09,ICTIO03,Arrasto,Corydoras cf. brevirostris,6,6.0,,0,,0,6,6
C008-2013-09,ICTIO03,Arrasto,"Corydoras sp. ""loretoensis""",1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Creagrutus cf. cracentis,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Crenicichla lugubris,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO03,Arrasto,Curculionichthys luteofrenatus,15,15.0,,0,,0,15,15
C008-2013-09,ICTIO03,Arrasto,Cyphocharax gangamon,13,13.0,,0,,0,13,13
C008-2013-09,ICTIO03,Arrasto,Geophagus aff. proximus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Hemigrammus levis,45,45.0,,0,,0,45,45
C008-2013-09,ICTIO03,Arrasto,Hemigrammus lunatus,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO03,Arrasto,"Hisonotus sp. ""manchado""",5,5.0,,0,,0,5,5
C008-2013-09,ICTIO03,Arrasto,Hoplias malabaricus,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO03,Arrasto,Hyphessobrycon aff. heliacus,91,91.0,,0,,0,91,91
C008-2013-09,ICTIO03,Arrasto,Hyphessobrycon pinnistriatus,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO03,Arrasto,Hypostomus aff. soniae,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO03,Arrasto,Imparfinis stictonotus,46,46.0,,0,,0,46,46
C008-2013-09,ICTIO03,Arrasto,Jupiaba apenima,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Jupiaba poranga,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Microschemobrycon elongatus,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO03,Arrasto,Moenkhausia collettii,49,49.0,,0,,0,49,49
C008-2013-09,ICTIO03,Arrasto,Moenkhausia oligolepis,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO03,Arrasto,Moenkhausia phaeonota,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO03,Arrasto,Myleus setiger,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Arrasto,Pamphorichthys cf. scalpridens,26,26.0,,0,,0,26,26
C008-2013-09,ICTIO03,Arrasto,Phenacogaster cf. retorpinnus,31,31.0,,0,,0,31,31
C008-2013-09,ICTIO03,Arrasto,Serrapinnus notomelas,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO03,Arrasto,Steindachnerina fasciata,13,13.0,,0,,0,13,13
C008-2013-09,ICTIO03,Arrasto,Thayeria boehlkei,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Rede de Emalhar,Acestrorhynchus falcatus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Rede de Emalhar,Aequidens epae,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO03,Rede de Emalhar,Boulengerella cuvieri,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO03,Rede de Emalhar,Caenotropus schizodon,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO03,Rede de Emalhar,Crenicichla cf. lepidota,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Rede de Emalhar,Hemiodus cf. microlepis,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Rede de Emalhar,Hemiodus unimaculatus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Rede de Emalhar,Steindachnerina fasciata,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO03,Vara e Molinete,Brycon falcatus,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO03,Vara e Molinete,Hemisorubim platyrhynchos,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO04,Arrasto,Acestrorhynchus falcatus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Aequidens epae,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO04,Arrasto,Astyanax multidens,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Characidium aff. zebra,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO04,Arrasto,Hoplias malabaricus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Hyphessobrycon aff. heliacus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Hyphessobrycon cf. gracilior,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO04,Arrasto,Hyphessobrycon cf. tukunai,10,10.0,,0,,0,10,10
C008-2013-09,ICTIO04,Arrasto,Hyphessobrycon pinnistriatus,8,8.0,,0,,0,8,8
C008-2013-09,ICTIO04,Arrasto,Jupiaba acanthogaster,25,25.0,,0,,0,25,25
C008-2013-09,ICTIO04,Arrasto,Metynnis maculatus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Microschemobrycon elongatus,4,4.0,,0,,0,4,4
C008-2013-09,ICTIO04,Arrasto,Moenkhausia cf. cotinho,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Moenkhausia collettii,59,59.0,,0,,0,59,59
C008-2013-09,ICTIO04,Arrasto,Moenkhausia oligolepis,12,12.0,,0,,0,12,12
C008-2013-09,ICTIO04,Arrasto,Pamphorichthys cf. scalpridens,14,14.0,,0,,0,14,14
C008-2013-09,ICTIO04,Arrasto,Phenacogaster cf. retorpinnus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Prochilodus nigricans,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Arrasto,Steindachnerina fasciata,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO04,Arrasto,Thayeria boehlkei,12,12.0,,0,,0,12,12
C008-2013-09,ICTIO04,Vara e Molinete,Plagioscion squamosissimus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO04,Vara e Molinete,Sorubim trigonocephalus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,"Ancistrus sp. ""lineolatus""",3,3.0,,0,,0,3,3
C008-2013-09,ICTIO05,Arrasto,Apistogramma gr. steindachneri,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO05,Arrasto,Astyanax gracilior,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO05,Arrasto,Brachychalcinus cf. copei,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Caenotropus schizodon,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO05,Arrasto,"Corydoras sp. ""loretoensis""",10,10.0,,0,,0,10,10
C008-2013-09,ICTIO05,Arrasto,"Creagrutus sp. ""alto""",1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Curculionichthys luteofrenatus,8,8.0,,0,,0,8,8
C008-2013-09,ICTIO05,Arrasto,Gymnorhamphichthys sp.,8,8.0,,0,,0,8,8
C008-2013-09,ICTIO05,Arrasto,Hoplias malabaricus,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Hyphessobrycon cf. tukunai,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Hypostomus aff. plecostomus,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO05,Arrasto,Hypostomus aff. soniae,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO05,Arrasto,Imparfinis stictonotus,14,14.0,,0,,0,14,14
C008-2013-09,ICTIO05,Arrasto,Ituglanis amazonicus,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO05,Arrasto,Jupiaba abramoides,5,5.0,,0,,0,5,5
C008-2013-09,ICTIO05,Arrasto,Jupiaba apenima,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO05,Arrasto,Megalechis thoracata,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Moenkhausia oligolepis,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Moenkhausia phaeonota,2,2.0,,0,,0,2,2
C008-2013-09,ICTIO05,Arrasto,Phenacorhamdia cf. somnians,8,8.0,,0,,0,8,8
C008-2013-09,ICTIO05,Arrasto,Rineloricaria sp.,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Arrasto,Steindachnerina fasciata,1,1.0,,0,,0,1,1
C008-2013-09,ICTIO05,Rede de Emalhar,Boulengerella cuvieri,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO05,Vara e Molinete,Hemisorubim platyrhynchos,3,3.0,,0,,0,3,3
C008-2013-09,ICTIO05,Vara e Molinete,Hydrolycus tatauaia,3,3.0,,0,,0,3,3
