Campanha,Ponto,Metodo_de_Captura,Nome_Cientifico,linhas,individuos,sexos,n_sexos,emgs,n_emgs,cp_vals,pc_vals
C001-2011-12,ICTIO01,Puça,Acestrorhynchus microlepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Apistogramma gr. eunotus,7,7.0,,0,,0,7,7
C001-2011-12,ICTIO01,Puça,Astyanax aff. bimaculatus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO01,Puça,Astyanax gracilior,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO01,Puça,Astyanax multidens,21,21.0,,0,,0,21,21
C001-2011-12,ICTIO01,Puça,Boulengerella cuvieri,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Caenotropus schizodon,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO01,Puça,Callichthys callichthys,7,7.0,,0,,0,7,7
C001-2011-12,ICTIO01,Puça,Characidium aff. zebra,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO01,Puça,Corydoras cf. brevirostris,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO01,Puça,Crenicichla lugubris,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO01,Puça,"Crenicichla sp. ""acutirostris""",4,4.0,,0,,0,4,4
C001-2011-12,ICTIO01,Puça,Cyphocharax notatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Gymnotus cf. carapo,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Hemiodus cf. microlepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,"Hisonotus sp. ""manchado""",6,6.0,,0,,0,6,6
C001-2011-12,ICTIO01,Puça,Hyphessobrycon aff. heliacus,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO01,Puça,Hyphessobrycon cf. tukunai,7,7.0,,0,,0,7,7
C001-2011-12,ICTIO01,Puça,Hypostomus aff. plecostomus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO01,Puça,Hypostomus aff. soniae,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO01,Puça,Ituglanis amazonicus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Jupiaba polylepis,15,15.0,,0,,0,15,15
C001-2011-12,ICTIO01,Puça,Leporinus vanzoi,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Moenkhausia lepidura,154,154.0,,0,,0,154,154
C001-2011-12,ICTIO01,Puça,"Moenkhausia sp. ""lepidura longa""",28,28.0,,0,,0,28,28
C001-2011-12,ICTIO01,Puça,Phenacogaster cf. retorpinnus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO01,Puça,Pimelodus blochii,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Prochilodus nigricans,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Satanoperca jurupari,7,7.0,,0,,0,7,7
C001-2011-12,ICTIO01,Puça,Serrapinnus notomelas,12,12.0,,0,,0,12,12
C001-2011-12,ICTIO01,Puça,Synbranchus aff. marmoratus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO01,Puça,Teleocichla proselytus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO01,Puça,Tetragonopterus chalceus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO01,Rede de Emalhar,Caenotropus schizodon,10,10.0,,0,,0,10,10
C001-2011-12,ICTIO01,Rede de Emalhar,Leporinus friderici,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO02,Puça,Apistogramma gr. eunotus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Astyanax aff. bimaculatus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Astyanax multidens,58,58.0,,0,,0,58,58
C001-2011-12,ICTIO02,Puça,Bryconexodon trombetasi,12,12.0,,0,,0,12,12
C001-2011-12,ICTIO02,Puça,Bryconops cf. melanurus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Characidium aff. zebra,14,14.0,,0,,0,14,14
C001-2011-12,ICTIO02,Puça,Corydoras cf. brevirostris,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO02,Puça,Hemigrammus gracilis,12,12.0,,0,,0,12,12
C001-2011-12,ICTIO02,Puça,Hoplias malabaricus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Hyphessobrycon cf. tukunai,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Hyphessobrycon pinnistriatus,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO02,Puça,Jupiaba acanthogaster,18,18.0,,0,,0,18,18
C001-2011-12,ICTIO02,Puça,Jupiaba apenima,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Jupiaba polylepis,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO02,Puça,Knodus cf. heteresthes,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO02,Puça,Moenkhausia collettii,32,32.0,,0,,0,32,32
C001-2011-12,ICTIO02,Puça,Moenkhausia lepidura,18,18.0,,0,,0,18,18
C001-2011-12,ICTIO02,Puça,Moenkhausia oligolepis,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO02,Puça,"Moenkhausia sp. ""lepidura longa""",18,18.0,,0,,0,18,18
C001-2011-12,ICTIO02,Puça,Prochilodus nigricans,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO02,Puça,Pyrrhulina cf. australis,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Puça,Tetragonopterus chalceus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO02,Rede de Emalhar,Brycon falcatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO02,Rede de Emalhar,Hemisorubim platyrhynchos,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO02,Rede de Emalhar,Hoplias aimara,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO02,Rede de Emalhar,Tetragonopterus chalceus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Puça,"Apareiodon sp.  ""2 faixa""",1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Puça,Astyanax aff. bimaculatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Puça,Bryconops cf. melanurus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Puça,Curculionichthys luteofrenatus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO03,Puça,Hyphessobrycon cf. tukunai,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO03,Puça,Hypostomus aff. soniae,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO03,Puça,Jupiaba apenima,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO03,Puça,Moenkhausia oligolepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Puça,Pamphorichthys cf. scalpridens,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Puça,Tetragonopterus chalceus,14,14.0,,0,,0,14,14
C001-2011-12,ICTIO03,Rede de Emalhar,Hemisorubim platyrhynchos,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO03,Rede de Emalhar,Prochilodus nigricans,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO04,Puça,Acestrorhynchus microlepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Puça,Aequidens epae,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO04,Puça,Bryconops cf. melanurus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Puça,Hoplias malabaricus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Puça,Leporinus britskii,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO04,Puça,Leporinus friderici,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Puça,Metynnis cf. argenteus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Puça,Moenkhausia oligolepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Puça,Prochilodus nigricans,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO04,Rede de Emalhar,Prochilodus nigricans,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO05,Puça,Astyanax aff. bimaculatus,13,13.0,,0,,0,13,13
C001-2011-12,ICTIO05,Puça,Astyanax gracilior,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO05,Puça,Astyanax multidens,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO05,Puça,Characidium aff. zebra,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO05,Puça,Corydoras cf. brevirostris,20,20.0,,0,,0,20,20
C001-2011-12,ICTIO05,Puça,Curculionichthys luteofrenatus,16,16.0,,0,,0,16,16
C001-2011-12,ICTIO05,Puça,Hemigrammus cf. bellottii,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO05,Puça,Hypostomus aff. soniae,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO05,Puça,Melanorivulus modestus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO05,Puça,Moenkhausia oligolepis,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO05,Puça,Myleus setiger,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO05,Puça,Prochilodus nigricans,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO05,Puça,Pseudopimelodus pulcher,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO05,Rede de Emalhar,Hemisorubim platyrhynchos,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO05,Rede de Emalhar,Plagioscion squamosissimus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Astyanax gracilior,9,9.0,,0,,0,9,9
C001-2011-12,ICTIO06,Puça,Astyanax multidens,32,32.0,,0,,0,32,32
C001-2011-12,ICTIO06,Puça,Boulengerella cuvieri,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Characidium aff. zebra,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO06,Puça,Cichla cf. mirianae,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Creagrutus ignotus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO06,Puça,"Creagrutus sp. ""alto""",5,5.0,,0,,0,5,5
C001-2011-12,ICTIO06,Puça,Crenicichla inpa,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Curculionichthys luteofrenatus,19,19.0,,0,,0,19,19
C001-2011-12,ICTIO06,Puça,Farlowella cf. smithi,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO06,Puça,Gymnorhamphichthys sp.,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Hemigrammus gracilis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Hemigrammus lunatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Hoplias malabaricus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Hyphessobrycon aff. heliacus,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO06,Puça,Hyphessobrycon pinnistriatus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO06,Puça,Hyphessobrycon scutulatus,29,29.0,,0,,0,29,29
C001-2011-12,ICTIO06,Puça,Hypostomus aff. plecostomus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Hypostomus aff. soniae,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Iguanodectes spilurus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Imparfinis aff. hasemani,13,13.0,,0,,0,13,13
C001-2011-12,ICTIO06,Puça,Jupiaba cf. pinnata,7,7.0,,0,,0,7,7
C001-2011-12,ICTIO06,Puça,Jupiaba polylepis,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO06,Puça,Jupiaba poranga,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Leporinus britskii,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO06,Puça,Moenkhausia cf. hasemani,9,9.0,,0,,0,9,9
C001-2011-12,ICTIO06,Puça,Moenkhausia lepidura,21,21.0,,0,,0,21,21
C001-2011-12,ICTIO06,Puça,"Moenkhausia sp. ""lepidura longa""",1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Otocinclus hasemani,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO06,Puça,Pimelodella gracilis,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO06,Puça,Rhamdia quelen,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO06,Puça,Rineloricaria sp.,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Serrapinnus notomelas,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO06,Puça,Serrasalmus rhombeus,14,14.0,,0,,0,14,14
C001-2011-12,ICTIO06,Puça,Steindachnerina fasciata,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Puça,Teleocichla proselytus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Rede de Emalhar,Hydrolycus armatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO06,Rede de Emalhar,Hydrolycus tatauaia,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO07,Puça,Astyanax cf. elachylepis,51,51.0,,0,,0,51,51
C001-2011-12,ICTIO07,Puça,Astyanax multidens,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO07,Puça,Hemigrammus gracilis,10,10.0,,0,,0,10,10
C001-2011-12,ICTIO07,Puça,Hyphessobrycon cf. tukunai,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO07,Puça,Hyphessobrycon pinnistriatus,23,23.0,,0,,0,23,23
C001-2011-12,ICTIO07,Puça,Imparfinis stictonotus,24,24.0,,0,,0,24,24
C001-2011-12,ICTIO07,Puça,Ituglanis amazonicus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO07,Puça,Jupiaba apenima,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO07,Puça,Jupiaba cf. pinnata,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO07,Puça,Moenkhausia cf. cotinho,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO07,Puça,Moenkhausia collettii,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Puça,Acestrorhynchus microlepis,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO08,Puça,Aequidens epae,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Puça,Apistogramma gr. eunotus,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO08,Puça,Astyanax aff. bimaculatus,15,15.0,,0,,0,15,15
C001-2011-12,ICTIO08,Puça,Astyanax multidens,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO08,Puça,Boulengerella cuvieri,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO08,Puça,Bryconexodon trombetasi,13,13.0,,0,,0,13,13
C001-2011-12,ICTIO08,Puça,Bryconops cf. melanurus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO08,Puça,Characidium aff. zebra,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Puça,Corydoras cf. brevirostris,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO08,Puça,Hemigrammus gracilis,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO08,Puça,Hyphessobrycon pinnistriatus,12,12.0,,0,,0,12,12
C001-2011-12,ICTIO08,Puça,Jupiaba anteroides,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Puça,Jupiaba polylepis,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO08,Puça,Leporinus britskii,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO08,Puça,Moenkhausia cf. hasemani,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Puça,Moenkhausia collettii,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO08,Puça,Moenkhausia gr. grandisquamis,54,54.0,,0,,0,54,54
C001-2011-12,ICTIO08,Puça,Moenkhausia lepidura,37,37.0,,0,,0,37,37
C001-2011-12,ICTIO08,Puça,"Moenkhausia sp. ""lepidura longa""",2,2.0,,0,,0,2,2
C001-2011-12,ICTIO08,Puça,Otocinclus hasemani,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO08,Puça,Serrapinnus notomelas,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Puça,Tetragonopterus chalceus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO08,Rede de Emalhar,Acestrorhynchus falcatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO08,Rede de Emalhar,Brycon aff. pesu,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO09,Puça,"""Hemigrammus"" cf. geisleri",4,4.0,,0,,0,4,4
C001-2011-12,ICTIO09,Puça,Astyanax aff. bimaculatus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO09,Puça,Astyanax gracilior,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO09,Puça,Astyanax multidens,18,18.0,,0,,0,18,18
C001-2011-12,ICTIO09,Puça,Boulengerella cuvieri,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO09,Puça,Brycon aff. pesu,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO09,Puça,Characidium aff. zebra,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO09,Puça,Hemigrammus coeruleus,19,19.0,,0,,0,19,19
C001-2011-12,ICTIO09,Puça,Hydrolycus armatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO09,Puça,Hyphessobrycon pinnistriatus,9,9.0,,0,,0,9,9
C001-2011-12,ICTIO09,Puça,Jupiaba acanthogaster,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO09,Puça,Jupiaba polylepis,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO09,Puça,Knodus cf. heteresthes,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO09,Puça,Microschemobrycon elongatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO09,Puça,Moenkhausia collettii,7,7.0,,0,,0,7,7
C001-2011-12,ICTIO09,Puça,Moenkhausia lepidura,24,24.0,,0,,0,24,24
C001-2011-12,ICTIO09,Rede de Emalhar,Hemisorubim platyrhynchos,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO09,Rede de Emalhar,Hydrolycus tatauaia,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO09,Rede de Emalhar,Plagioscion squamosissimus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO10,Puça,Caenotropus schizodon,20,20.0,,0,,0,20,20
C001-2011-12,ICTIO10,Puça,Jupiaba apenima,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO10,Puça,Moenkhausia collettii,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO10,Puça,Moenkhausia lepidura,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO10,Rede de Emalhar,Hydrolycus armatus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO10,Rede de Emalhar,Hydrolycus tatauaia,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Astyanax aff. bimaculatus,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO11,Puça,Astyanax gracilior,13,13.0,,0,,0,13,13
C001-2011-12,ICTIO11,Puça,Astyanax multidens,20,20.0,,0,,0,20,20
C001-2011-12,ICTIO11,Puça,Brachychalcinus cf. copei,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO11,Puça,Brachyhypopomus brevirostris,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Bryconops cf. melanurus,18,18.0,,0,,0,18,18
C001-2011-12,ICTIO11,Puça,Characidium aff. zebra,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO11,Puça,Corydoras cf. brevirostris,60,60.0,,0,,0,60,60
C001-2011-12,ICTIO11,Puça,Crenicichla cf. lepidota,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO11,Puça,Crenicichla lugubris,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO11,Puça,Curculionichthys luteofrenatus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,Cyphocharax cf. spilurus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Cyphocharax notatus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,Gymnorhamphichthys sp.,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,Hemiodus sterni,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,Hisonotus chromodontus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,"Hisonotus sp. ""manchado""",15,15.0,,0,,0,15,15
C001-2011-12,ICTIO11,Puça,Hyphessobrycon aff. heliacus,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO11,Puça,Hyphessobrycon cf. tukunai,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,Hyphessobrycon pinnistriatus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO11,Puça,Ituglanis amazonicus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Jupiaba acanthogaster,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO11,Puça,Jupiaba polylepis,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO11,Puça,Knodus cf. heteresthes,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Leporellus vittatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Leporinus friderici,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Leporinus vanzoi,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO11,Puça,Microschemobrycon elongatus,15,15.0,,0,,0,15,15
C001-2011-12,ICTIO11,Puça,Moenkhausia collettii,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO11,Puça,Moenkhausia gr. grandisquamis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Moenkhausia phaeonota,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Myleus setiger,9,9.0,,0,,0,9,9
C001-2011-12,ICTIO11,Puça,Pamphorichthys cf. scalpridens,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO11,Puça,Phenacogaster cf. retorpinnus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO11,Puça,Serrapinnus notomelas,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO11,Puça,Teleocichla prionogenys,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Puça,Acestrorhynchus microlepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Puça,Brycon aff. pesu,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO12,Puça,Bryconexodon trombetasi,10,10.0,,0,,0,10,10
C001-2011-12,ICTIO12,Puça,Caenotropus schizodon,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO12,Puça,Cyphocharax cf. spilurus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Puça,Cyphocharax notatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Puça,Jupiaba acanthogaster,15,15.0,,0,,0,15,15
C001-2011-12,ICTIO12,Puça,Jupiaba apenima,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO12,Puça,Leporinus britskii,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Puça,Moenkhausia gr. grandisquamis,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO12,Puça,Pimelodus blochii,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Puça,Trachelyopterus galeatus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Rede de Emalhar,Hoplias aimara,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO12,Rede de Emalhar,Hydrolycus tatauaia,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO12,Rede de Emalhar,Myleus setiger,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO12,Rede de Emalhar,Sorubim trigonocephalus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO13A,Puça,Astyanax aff. bimaculatus,37,37.0,,0,,0,37,37
C001-2011-12,ICTIO13A,Puça,Astyanax gracilior,8,8.0,,0,,0,8,8
C001-2011-12,ICTIO13A,Puça,Astyanax multidens,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO13A,Puça,Brachyhypopomus brevirostris,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO13A,Puça,Bryconexodon trombetasi,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO13A,Puça,Bryconops cf. melanurus,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO13A,Puça,Characidium aff. zebra,17,17.0,,0,,0,17,17
C001-2011-12,ICTIO13A,Puça,Crenicichla cf. lepidota,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO13A,Puça,Crenicichla lugubris,5,5.0,,0,,0,5,5
C001-2011-12,ICTIO13A,Puça,Gymnotus cf. carapo,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO13A,Puça,Hoplias malabaricus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO13A,Puça,Imparfinis stictonotus,13,13.0,,0,,0,13,13
C001-2011-12,ICTIO13A,Puça,Jupiaba apenima,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO13A,Puça,Jupiaba polylepis,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO13A,Puça,Knodus cf. heteresthes,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO13A,Puça,Moenkhausia collettii,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO13A,Puça,Moenkhausia lepidura,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO13A,Puça,Moenkhausia oligolepis,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO13A,Puça,"Moenkhausia sp. ""lepidura longa""",38,38.0,,0,,0,38,38
C001-2011-12,ICTIO13A,Puça,Phenacogaster cf. retorpinnus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO13A,Puça,Sternopygus macrurus,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO13A,Puça,Tetragonopterus chalceus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO13A,Rede de Emalhar,Bryconexodon trombetasi,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,"""Hemigrammus"" cf. geisleri",1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,Aequidens cf. michaeli,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,Aequidens epae,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO14,Puça,Apistogramma gr. eunotus,6,6.0,,0,,0,6,6
C001-2011-12,ICTIO14,Puça,Astyanax aff. bimaculatus,25,25.0,,0,,0,25,25
C001-2011-12,ICTIO14,Puça,Astyanax gracilior,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO14,Puça,Astyanax multidens,11,11.0,,0,,0,11,11
C001-2011-12,ICTIO14,Puça,Brycon aff. pesu,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,Bryconexodon trombetasi,4,4.0,,0,,0,4,4
C001-2011-12,ICTIO14,Puça,Bryconops cf. melanurus,3,3.0,,0,,0,3,3
C001-2011-12,ICTIO14,Puça,Characidium aff. zebra,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,"Corydoras sp. ""loretoensis""",1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,Hemiodus cf. microlepis,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO14,Puça,Imparfinis stictonotus,2,2.0,,0,,0,2,2
C001-2011-12,ICTIO14,Puça,Jupiaba anteroides,1,1.0,,0,,0,1,1
C001-2011-12,ICTIO14,Puça,Jupiaba polylepis,1,1.0,,0,,0,1,1
