campanha_canonica,Ponto,Metodo_de_Captura,Nome_Cientifico,Tipo_de_Amostragem,numero_de_individuos,ct_cm,cp_cm,pc_g,species_key,effort_key,id_esforco,id_especie
C001-2011-12,ICTIO01,Puça,Acestrorhynchus microlepis,Quantitativo,1.0,,1.9,0.613,acestrorhynchus microlepis,C001-2011-12|ICTIO01|Puça,41350,5765
C001-2011-12,ICTIO01,Puça,Apistogramma gr. eunotus,Quantitativo,7.0,,1.3142857142857145,0.14447142857142858,apistogramma gr. eunotus,C001-2011-12|ICTIO01|Puça,41350,5783
C001-2011-12,ICTIO01,Puça,Astyanax aff. bimaculatus,Quantitativo,2.0,,2.9,0.6659999999999999,astyanax aff. bimaculatus,C001-2011-12|ICTIO01|Puça,41350,5790
C001-2011-12,ICTIO01,Puça,Astyanax gracilior,Quantitativo,11.0,,2.2363636363636363,0.2229909090909091,astyanax gracilior,C001-2011-12|ICTIO01|Puça,41350,5796
C001-2011-12,ICTIO01,Puça,Astyanax multidens,Quantitativo,21.0,,2.9476190476190474,0.5634619047619047,astyanax multidens,C001-2011-12|ICTIO01|Puça,41350,5798
C001-2011-12,ICTIO01,Puça,Boulengerella cuvieri,Quantitativo,1.0,,3.5,0.3309,boulengerella cuvieri,C001-2011-12|ICTIO01|Puça,41350,5804
C001-2011-12,ICTIO01,Puça,Caenotropus schizodon,Quantitativo,3.0,,4.866666666666666,6.525766666666667,caenotropus schizodon,C001-2011-12|ICTIO01|Puça,41350,5825
C001-2011-12,ICTIO01,Puça,Callichthys callichthys,Quantitativo,7.0,,4.448571428571428,2.594128571428571,callichthys callichthys,C001-2011-12|ICTIO01|Puça,41350,4752
C001-2011-12,ICTIO01,Puça,Characidium aff. zebra,Quantitativo,2.0,,3.35,0.6053,characidium aff. zebra,C001-2011-12|ICTIO01|Puça,41350,5832
C001-2011-12,ICTIO01,Puça,Corydoras cf. brevirostris,Quantitativo,3.0,,2.1999999999999997,1.2500666666666667,corydoras cf. brevirostris,C001-2011-12|ICTIO01|Puça,41350,5851
C001-2011-12,ICTIO01,Puça,Crenicichla lugubris,Quantitativo,5.0,,6.88,7.066419999999999,crenicichla lugubris,C001-2011-12|ICTIO01|Puça,41350,5869
C001-2011-12,ICTIO01,Puça,"Crenicichla sp. ""acutirostris""",Quantitativo,4.0,,1.8,0.109225,"crenicichla sp. ""acutirostris""",C001-2011-12|ICTIO01|Puça,41350,6380
C001-2011-12,ICTIO01,Puça,Cyphocharax notatus,Quantitativo,1.0,,4.9,2.5307,cyphocharax notatus,C001-2011-12|ICTIO01|Puça,41350,5888
C001-2011-12,ICTIO01,Puça,Gymnotus cf. carapo,Quantitativo,1.0,,3.3,0.2407,gymnotus cf. carapo,C001-2011-12|ICTIO01|Puça,41350,6398
C001-2011-12,ICTIO01,Puça,Hemiodus cf. microlepis,Quantitativo,1.0,,2.2,0.1702,hemiodus cf. microlepis,C001-2011-12|ICTIO01|Puça,41350,5932
C001-2011-12,ICTIO01,Puça,"Hisonotus sp. ""manchado""",Quantitativo,6.0,,2.15,0.1902,"hisonotus sp. ""manchado""",C001-2011-12|ICTIO01|Puça,41350,5946
C001-2011-12,ICTIO01,Puça,Hyphessobrycon aff. heliacus,Quantitativo,8.0,,1.6375,0.164625,hyphessobrycon aff. heliacus,C001-2011-12|ICTIO01|Puça,41350,5953
C001-2011-12,ICTIO01,Puça,Hyphessobrycon cf. tukunai,Quantitativo,7.0,,2.185714285714286,0.25225714285714285,hyphessobrycon cf. tukunai,C001-2011-12|ICTIO01|Puça,41350,5957
C001-2011-12,ICTIO01,Puça,Hypostomus aff. plecostomus,Quantitativo,2.0,,2.1,0.15183000000000002,hypostomus aff. plecostomus,C001-2011-12|ICTIO01|Puça,41350,6455
C001-2011-12,ICTIO01,Puça,Hypostomus aff. soniae,Quantitativo,8.0,,2.0625,0.24045,hypostomus aff. soniae,C001-2011-12|ICTIO01|Puça,41350,5967
C001-2011-12,ICTIO01,Puça,Ituglanis amazonicus,Quantitativo,1.0,,5.1,1.5104,ituglanis amazonicus,C001-2011-12|ICTIO01|Puça,41350,5979
C001-2011-12,ICTIO01,Puça,Jupiaba polylepis,Quantitativo,15.0,,2.9066666666666667,0.5646266666666667,jupiaba polylepis,C001-2011-12|ICTIO01|Puça,41350,5992
C001-2011-12,ICTIO01,Puça,Leporinus vanzoi,Quantitativo,1.0,,9.5,14.5269,leporinus vanzoi,C001-2011-12|ICTIO01|Puça,41350,6015
C001-2011-12,ICTIO01,Puça,Moenkhausia lepidura,Quantitativo,154.0,,2.6077922077922078,0.45323636363636366,moenkhausia lepidura,C001-2011-12|ICTIO01|Puça,41350,6049
C001-2011-12,ICTIO01,Puça,"Moenkhausia sp. ""lepidura longa""",Quantitativo,28.0,,1.8678571428571427,0.3121785714285714,"moenkhausia sp. ""lepidura longa""",C001-2011-12|ICTIO01|Puça,41350,6052
C001-2011-12,ICTIO01,Puça,Phenacogaster cf. retorpinnus,Quantitativo,2.0,,3.1,0.6663,phenacogaster cf. retorpinnus,C001-2011-12|ICTIO01|Puça,41350,6086
C001-2011-12,ICTIO01,Puça,Pimelodus blochii,Quantitativo,1.0,,9.0,13.3577,pimelodus blochii,C001-2011-12|ICTIO01|Puça,41350,6094
C001-2011-12,ICTIO01,Puça,Prochilodus nigricans,Quantitativo,1.0,,6.2,6.208,prochilodus nigricans,C001-2011-12|ICTIO01|Puça,41350,6100
C001-2011-12,ICTIO01,Puça,Satanoperca jurupari,Quantitativo,7.0,,1.7857142857142858,0.2064,satanoperca jurupari,C001-2011-12|ICTIO01|Puça,41350,6115
C001-2011-12,ICTIO01,Puça,Serrapinnus notomelas,Quantitativo,12.0,,1.8083333333333333,0.15205,serrapinnus notomelas,C001-2011-12|ICTIO01|Puça,41350,6284
C001-2011-12,ICTIO01,Puça,Synbranchus aff. marmoratus,Quantitativo,2.0,,5.85,0.42435,synbranchus aff. marmoratus,C001-2011-12|ICTIO01|Puça,41350,6486
C001-2011-12,ICTIO01,Puça,Teleocichla proselytus,Quantitativo,1.0,,2.9,0.403,teleocichla proselytus,C001-2011-12|ICTIO01|Puça,41350,6143
C001-2011-12,ICTIO01,Puça,Tetragonopterus chalceus,Quantitativo,3.0,,3.6999999999999997,1.9035666666666666,tetragonopterus chalceus,C001-2011-12|ICTIO01|Puça,41350,6147
C001-2011-12,ICTIO01,Rede de Emalhar,Caenotropus schizodon,Quantitativo,10.0,,7.8,14.844,caenotropus schizodon,C001-2011-12|ICTIO01|Rede de Emalhar,41351,5825
C001-2011-12,ICTIO01,Rede de Emalhar,Leporinus friderici,Quantitativo,1.0,,11.0,27.5271,leporinus friderici,C001-2011-12|ICTIO01|Rede de Emalhar,41351,6010
C001-2011-12,ICTIO02,Puça,Apistogramma gr. eunotus,Quantitativo,2.0,,2.2,0.3232,apistogramma gr. eunotus,C001-2011-12|ICTIO02|Puça,41467,5783
C001-2011-12,ICTIO02,Puça,Astyanax aff. bimaculatus,Quantitativo,2.0,,2.7,0.3402,astyanax aff. bimaculatus,C001-2011-12|ICTIO02|Puça,41467,5790
C001-2011-12,ICTIO02,Puça,Astyanax multidens,Quantitativo,58.0,,2.61551724137931,1.153898275862069,astyanax multidens,C001-2011-12|ICTIO02|Puça,41467,5798
C001-2011-12,ICTIO02,Puça,Bryconexodon trombetasi,Quantitativo,12.0,,8.25,11.524916666666668,bryconexodon trombetasi,C001-2011-12|ICTIO02|Puça,41467,5816
C001-2011-12,ICTIO02,Puça,Bryconops cf. melanurus,Quantitativo,2.0,,2.5,0.2087,bryconops cf. melanurus,C001-2011-12|ICTIO02|Puça,41467,5819
C001-2011-12,ICTIO02,Puça,Characidium aff. zebra,Quantitativo,14.0,,3.6714285714285713,0.44865714285714287,characidium aff. zebra,C001-2011-12|ICTIO02|Puça,41467,5832
C001-2011-12,ICTIO02,Puça,Corydoras cf. brevirostris,Quantitativo,6.0,,2.65,1.8133333333333335,corydoras cf. brevirostris,C001-2011-12|ICTIO02|Puça,41467,5851
C001-2011-12,ICTIO02,Puça,Hemigrammus gracilis,Quantitativo,12.0,,2.35,0.2589333333333333,hemigrammus gracilis,C001-2011-12|ICTIO02|Puça,41467,5921
C001-2011-12,ICTIO02,Puça,Hoplias malabaricus,Quantitativo,2.0,,3.4,0.6211,hoplias malabaricus,C001-2011-12|ICTIO02|Puça,41467,630
C001-2011-12,ICTIO02,Puça,Hyphessobrycon cf. tukunai,Quantitativo,2.0,,2.2,1.2166,hyphessobrycon cf. tukunai,C001-2011-12|ICTIO02|Puça,41467,5957
C001-2011-12,ICTIO02,Puça,Hyphessobrycon pinnistriatus,Quantitativo,4.0,,2.6,0.299975,hyphessobrycon pinnistriatus,C001-2011-12|ICTIO02|Puça,41467,6236
C001-2011-12,ICTIO02,Puça,Jupiaba acanthogaster,Quantitativo,18.0,,2.183333333333333,0.7259277777777777,jupiaba acanthogaster,C001-2011-12|ICTIO02|Puça,41467,5982
C001-2011-12,ICTIO02,Puça,Jupiaba apenima,Quantitativo,2.0,,6.3,5.6205,jupiaba apenima,C001-2011-12|ICTIO02|Puça,41467,5984
C001-2011-12,ICTIO02,Puça,Jupiaba polylepis,Quantitativo,4.0,,4.4,1.6274499999999998,jupiaba polylepis,C001-2011-12|ICTIO02|Puça,41467,5992
C001-2011-12,ICTIO02,Puça,Knodus cf. heteresthes,Quantitativo,4.0,,2.5999999999999996,0.3381,knodus cf. heteresthes,C001-2011-12|ICTIO02|Puça,41467,5994
C001-2011-12,ICTIO02,Puça,Moenkhausia collettii,Quantitativo,32.0,,3.58125,0.80616875,moenkhausia collettii,C001-2011-12|ICTIO02|Puça,41467,6041
C001-2011-12,ICTIO02,Puça,Moenkhausia lepidura,Quantitativo,18.0,,2.2222222222222223,0.9583333333333334,moenkhausia lepidura,C001-2011-12|ICTIO02|Puça,41467,6049
C001-2011-12,ICTIO02,Puça,Moenkhausia oligolepis,Quantitativo,4.0,,3.1999999999999997,1.0782,moenkhausia oligolepis,C001-2011-12|ICTIO02|Puça,41467,6050
C001-2011-12,ICTIO02,Puça,"Moenkhausia sp. ""lepidura longa""",Quantitativo,18.0,,2.611111111111111,1.21,"moenkhausia sp. ""lepidura longa""",C001-2011-12|ICTIO02|Puça,41467,6052
C001-2011-12,ICTIO02,Puça,Prochilodus nigricans,Quantitativo,6.0,,6.0,5.820416666666667,prochilodus nigricans,C001-2011-12|ICTIO02|Puça,41467,6100
C001-2011-12,ICTIO02,Puça,Pyrrhulina cf. australis,Quantitativo,2.0,,2.5,0.3428,pyrrhulina cf. australis,C001-2011-12|ICTIO02|Puça,41467,6106
C001-2011-12,ICTIO02,Puça,Tetragonopterus chalceus,Quantitativo,3.0,,7.3,14.536133333333334,tetragonopterus chalceus,C001-2011-12|ICTIO02|Puça,41467,6147
C001-2011-12,ICTIO02,Rede de Emalhar,Brycon falcatus,Quantitativo,1.0,,10.0,26.6758,brycon falcatus,C001-2011-12|ICTIO02|Rede de Emalhar,41468,5810
C001-2011-12,ICTIO02,Rede de Emalhar,Hemisorubim platyrhynchos,Quantitativo,3.0,,31.333333333333332,736.6666666666666,hemisorubim platyrhynchos,C001-2011-12|ICTIO02|Rede de Emalhar,41468,5941
C001-2011-12,ICTIO02,Rede de Emalhar,Hoplias aimara,Quantitativo,2.0,,16.0,200.0,hoplias aimara,C001-2011-12|ICTIO02|Rede de Emalhar,41468,5948
C001-2011-12,ICTIO02,Rede de Emalhar,Tetragonopterus chalceus,Quantitativo,1.0,,8.4,23.3492,tetragonopterus chalceus,C001-2011-12|ICTIO02|Rede de Emalhar,41468,6147
C001-2011-12,ICTIO03,Puça,"Apareiodon sp. ""2 faixa""",Quantitativo,1.0,,6.4,2.3925,"apareiodon sp. ""2 faixa""",C001-2011-12|ICTIO03|Puça,41574,5781
C001-2011-12,ICTIO03,Puça,Astyanax aff. bimaculatus,Quantitativo,1.0,,2.3,0.1604,astyanax aff. bimaculatus,C001-2011-12|ICTIO03|Puça,41574,5790
C001-2011-12,ICTIO03,Puça,Bryconops cf. melanurus,Quantitativo,1.0,,2.3,0.1037,bryconops cf. melanurus,C001-2011-12|ICTIO03|Puça,41574,5819
C001-2011-12,ICTIO03,Puça,Curculionichthys luteofrenatus,Quantitativo,3.0,,5.166666666666667,3.5766666666666667,curculionichthys luteofrenatus,C001-2011-12|ICTIO03|Puça,41574,6450
C001-2011-12,ICTIO03,Puça,Hyphessobrycon cf. tukunai,Quantitativo,2.0,,2.3,0.14105,hyphessobrycon cf. tukunai,C001-2011-12|ICTIO03|Puça,41574,5957
C001-2011-12,ICTIO03,Puça,Hypostomus aff. soniae,Quantitativo,3.0,,6.7,7.322033333333334,hypostomus aff. soniae,C001-2011-12|ICTIO03|Puça,41574,5967
C001-2011-12,ICTIO03,Puça,Jupiaba apenima,Quantitativo,3.0,,6.133333333333333,6.5089,jupiaba apenima,C001-2011-12|ICTIO03|Puça,41574,5984
C001-2011-12,ICTIO03,Puça,Moenkhausia oligolepis,Quantitativo,1.0,,6.8,6.4214,moenkhausia oligolepis,C001-2011-12|ICTIO03|Puça,41574,6050
C001-2011-12,ICTIO03,Puça,Pamphorichthys cf. scalpridens,Quantitativo,1.0,,1.3,0.0375,pamphorichthys cf. scalpridens,C001-2011-12|ICTIO03|Puça,41574,6074
C001-2011-12,ICTIO03,Puça,Tetragonopterus chalceus,Quantitativo,14.0,,5.571428571428571,4.879685714285714,tetragonopterus chalceus,C001-2011-12|ICTIO03|Puça,41574,6147
C001-2011-12,ICTIO03,Rede de Emalhar,Hemisorubim platyrhynchos,Quantitativo,1.0,,30.0,400.0,hemisorubim platyrhynchos,C001-2011-12|ICTIO03|Rede de Emalhar,41575,5941
C001-2011-12,ICTIO03,Rede de Emalhar,Prochilodus nigricans,Quantitativo,2.0,,24.55,464.0,prochilodus nigricans,C001-2011-12|ICTIO03|Rede de Emalhar,41575,6100
C001-2011-12,ICTIO04,Puça,Acestrorhynchus microlepis,Quantitativo,1.0,,10.4,7.2805,acestrorhynchus microlepis,C001-2011-12|ICTIO04|Puça,41688,5765
C001-2011-12,ICTIO04,Puça,Aequidens epae,Quantitativo,11.0,,2.609090909090909,1.6768454545454545,aequidens epae,C001-2011-12|ICTIO04|Puça,41688,5768
C001-2011-12,ICTIO04,Puça,Bryconops cf. melanurus,Quantitativo,1.0,,5.6,2.2237,bryconops cf. melanurus,C001-2011-12|ICTIO04|Puça,41688,5819
C001-2011-12,ICTIO04,Puça,Hoplias malabaricus,Quantitativo,1.0,,6.9,4.3986,hoplias malabaricus,C001-2011-12|ICTIO04|Puça,41688,630
C001-2011-12,ICTIO04,Puça,Leporinus britskii,Quantitativo,3.0,,4.7,1.4068333333333332,leporinus britskii,C001-2011-12|ICTIO04|Puça,41688,6005
C001-2011-12,ICTIO04,Puça,Leporinus friderici,Quantitativo,1.0,,6.2,4.2716,leporinus friderici,C001-2011-12|ICTIO04|Puça,41688,6010
C001-2011-12,ICTIO04,Puça,Metynnis cf. argenteus,Quantitativo,1.0,,4.5,2.8451,metynnis cf. argenteus,C001-2011-12|ICTIO04|Puça,41688,6026
C001-2011-12,ICTIO04,Puça,Moenkhausia oligolepis,Quantitativo,1.0,,4.5,1.8619,moenkhausia oligolepis,C001-2011-12|ICTIO04|Puça,41688,6050
C001-2011-12,ICTIO04,Puça,Prochilodus nigricans,Quantitativo,1.0,,5.7,4.2583,prochilodus nigricans,C001-2011-12|ICTIO04|Puça,41688,6100
C001-2011-12,ICTIO04,Rede de Emalhar,Prochilodus nigricans,Quantitativo,3.0,,24.3,343.6666666666667,prochilodus nigricans,C001-2011-12|ICTIO04|Rede de Emalhar,41689,6100
C001-2011-12,ICTIO05,Puça,Astyanax aff. bimaculatus,Quantitativo,13.0,,1.7692307692307692,0.12084615384615384,astyanax aff. bimaculatus,C001-2011-12|ICTIO05|Puça,41804,5790
C001-2011-12,ICTIO05,Puça,Astyanax gracilior,Quantitativo,3.0,,2.533333333333333,0.11599999999999999,astyanax gracilior,C001-2011-12|ICTIO05|Puça,41804,5796
C001-2011-12,ICTIO05,Puça,Astyanax multidens,Quantitativo,1.0,,3.1,0.4393,astyanax multidens,C001-2011-12|ICTIO05|Puça,41804,5798
C001-2011-12,ICTIO05,Puça,Characidium aff. zebra,Quantitativo,1.0,,3.5,0.3271,characidium aff. zebra,C001-2011-12|ICTIO05|Puça,41804,5832
C001-2011-12,ICTIO05,Puça,Corydoras cf. brevirostris,Quantitativo,20.0,,2.065,0.8265,corydoras cf. brevirostris,C001-2011-12|ICTIO05|Puça,41804,5851
C001-2011-12,ICTIO05,Puça,Curculionichthys luteofrenatus,Quantitativo,16.0,,2.7,0.29595,curculionichthys luteofrenatus,C001-2011-12|ICTIO05|Puça,41804,6450
C001-2011-12,ICTIO05,Puça,Hemigrammus cf. bellottii,Quantitativo,1.0,,2.2,0.0671,hemigrammus cf. bellottii,C001-2011-12|ICTIO05|Puça,41804,5915
C001-2011-12,ICTIO05,Puça,Hypostomus aff. soniae,Quantitativo,1.0,,2.0,0.1229,hypostomus aff. soniae,C001-2011-12|ICTIO05|Puça,41804,5967
C001-2011-12,ICTIO05,Puça,Melanorivulus modestus,Quantitativo,1.0,,2.5,0.1387,melanorivulus modestus,C001-2011-12|ICTIO05|Puça,41804,6024
C001-2011-12,ICTIO05,Puça,Moenkhausia oligolepis,Quantitativo,2.0,,3.4499999999999997,0.53305,moenkhausia oligolepis,C001-2011-12|ICTIO05|Puça,41804,6050
C001-2011-12,ICTIO05,Puça,Myleus setiger,Quantitativo,1.0,,1.8,0.1385,myleus setiger,C001-2011-12|ICTIO05|Puça,41804,6059
C001-2011-12,ICTIO05,Puça,Prochilodus nigricans,Quantitativo,2.0,,5.9,5.7394,prochilodus nigricans,C001-2011-12|ICTIO05|Puça,41804,6100
C001-2011-12,ICTIO05,Puça,Pseudopimelodus pulcher,Quantitativo,6.0,,4.1499999999999995,1.1302166666666666,pseudopimelodus pulcher,C001-2011-12|ICTIO05|Puça,41804,6102
C001-2011-12,ICTIO05,Rede de Emalhar,Hemisorubim platyrhynchos,Quantitativo,2.0,,31.0,715.0,hemisorubim platyrhynchos,C001-2011-12|ICTIO05|Rede de Emalhar,41805,5941
C001-2011-12,ICTIO05,Rede de Emalhar,Plagioscion squamosissimus,Quantitativo,1.0,,10.0,52.0,plagioscion squamosissimus,C001-2011-12|ICTIO05|Rede de Emalhar,41805,5423
C001-2011-12,ICTIO06,Puça,Astyanax gracilior,Quantitativo,9.0,,2.5444444444444443,0.13537777777777776,astyanax gracilior,C001-2011-12|ICTIO06|Puça,41895,5796
C001-2011-12,ICTIO06,Puça,Astyanax multidens,Quantitativo,32.0,,2.678125,0.317391875,astyanax multidens,C001-2011-12|ICTIO06|Puça,41895,5798
C001-2011-12,ICTIO06,Puça,Boulengerella cuvieri,Quantitativo,1.0,,7.4,1.2415,boulengerella cuvieri,C001-2011-12|ICTIO06|Puça,41895,5804
C001-2011-12,ICTIO06,Puça,Characidium aff. zebra,Quantitativo,4.0,,3.75,0.46335000000000004,characidium aff. zebra,C001-2011-12|ICTIO06|Puça,41895,5832
C001-2011-12,ICTIO06,Puça,Cichla cf. mirianae,Quantitativo,1.0,,3.6,0.6185,cichla cf. mirianae,C001-2011-12|ICTIO06|Puça,41895,5840
C001-2011-12,ICTIO06,Puça,Creagrutus ignotus,Quantitativo,3.0,,2.3666666666666667,0.08736666666666666,creagrutus ignotus,C001-2011-12|ICTIO06|Puça,41895,5860
C001-2011-12,ICTIO06,Puça,"Creagrutus sp. ""alto""",Quantitativo,5.0,,3.16,0.5370600000000001,"creagrutus sp. ""alto""",C001-2011-12|ICTIO06|Puça,41895,6210
C001-2011-12,ICTIO06,Puça,Crenicichla inpa,Quantitativo,1.0,,8.0,4.7186,crenicichla inpa,C001-2011-12|ICTIO06|Puça,41895,5867
C001-2011-12,ICTIO06,Puça,Curculionichthys luteofrenatus,Quantitativo,19.0,,2.1631578947368424,0.16417894736842106,curculionichthys luteofrenatus,C001-2011-12|ICTIO06|Puça,41895,6450
C001-2011-12,ICTIO06,Puça,Farlowella cf. smithi,Quantitativo,2.0,,7.199999999999999,0.1907,farlowella cf. smithi,C001-2011-12|ICTIO06|Puça,41895,6451
C001-2011-12,ICTIO06,Puça,Gymnorhamphichthys sp.,Quantitativo,1.0,,8.0,0.3742,gymnorhamphichthys sp.,C001-2011-12|ICTIO06|Puça,41895,5907
C001-2011-12,ICTIO06,Puça,Hemigrammus gracilis,Quantitativo,1.0,,3.0,0.4176,hemigrammus gracilis,C001-2011-12|ICTIO06|Puça,41895,5921
C001-2011-12,ICTIO06,Puça,Hemigrammus lunatus,Quantitativo,1.0,,2.5,0.0983,hemigrammus lunatus,C001-2011-12|ICTIO06|Puça,41895,5923
C001-2011-12,ICTIO06,Puça,Hoplias malabaricus,Quantitativo,1.0,,3.5,0.5319,hoplias malabaricus,C001-2011-12|ICTIO06|Puça,41895,630
C001-2011-12,ICTIO06,Puça,Hyphessobrycon aff. heliacus,Quantitativo,6.0,,2.2333333333333334,0.19038333333333335,hyphessobrycon aff. heliacus,C001-2011-12|ICTIO06|Puça,41895,5953
C001-2011-12,ICTIO06,Puça,Hyphessobrycon pinnistriatus,Quantitativo,3.0,,2.1333333333333333,0.15283333333333335,hyphessobrycon pinnistriatus,C001-2011-12|ICTIO06|Puça,41895,6236
C001-2011-12,ICTIO06,Puça,Hyphessobrycon scutulatus,Quantitativo,29.0,,2.110344827586207,0.1503655172413793,hyphessobrycon scutulatus,C001-2011-12|ICTIO06|Puça,41895,5961
C001-2011-12,ICTIO06,Puça,Hypostomus aff. plecostomus,Quantitativo,1.0,,6.0,5.3688,hypostomus aff. plecostomus,C001-2011-12|ICTIO06|Puça,41895,6455
C001-2011-12,ICTIO06,Puça,Hypostomus aff. soniae,Quantitativo,1.0,,2.2,0.1329,hypostomus aff. soniae,C001-2011-12|ICTIO06|Puça,41895,5967
C001-2011-12,ICTIO06,Puça,Iguanodectes spilurus,Quantitativo,1.0,,2.2,0.0398,iguanodectes spilurus,C001-2011-12|ICTIO06|Puça,41895,5974
C001-2011-12,ICTIO06,Puça,Imparfinis aff. hasemani,Quantitativo,13.0,,2.5153846153846158,0.164,imparfinis aff. hasemani,C001-2011-12|ICTIO06|Puça,41895,6436
C001-2011-12,ICTIO06,Puça,Jupiaba cf. pinnata,Quantitativo,7.0,,3.1142857142857143,0.6701285714285714,jupiaba cf. pinnata,C001-2011-12|ICTIO06|Puça,41895,5988
C001-2011-12,ICTIO06,Puça,Jupiaba polylepis,Quantitativo,6.0,,4.433333333333334,1.5871000000000002,jupiaba polylepis,C001-2011-12|ICTIO06|Puça,41895,5992
C001-2011-12,ICTIO06,Puça,Jupiaba poranga,Quantitativo,1.0,,6.0,2.7771,jupiaba poranga,C001-2011-12|ICTIO06|Puça,41895,5993
C001-2011-12,ICTIO06,Puça,Leporinus britskii,Quantitativo,4.0,,4.45,1.0316,leporinus britskii,C001-2011-12|ICTIO06|Puça,41895,6005
C001-2011-12,ICTIO06,Puça,Moenkhausia cf. hasemani,Quantitativo,9.0,,3.3555555555555556,0.39004444444444447,moenkhausia cf. hasemani,C001-2011-12|ICTIO06|Puça,41895,6037
C001-2011-12,ICTIO06,Puça,Moenkhausia lepidura,Quantitativo,21.0,,2.9428571428571426,0.36273809523809525,moenkhausia lepidura,C001-2011-12|ICTIO06|Puça,41895,6049
C001-2011-12,ICTIO06,Puça,"Moenkhausia sp. ""lepidura longa""",Quantitativo,1.0,,3.2,0.5329,"moenkhausia sp. ""lepidura longa""",C001-2011-12|ICTIO06|Puça,41895,6052
C001-2011-12,ICTIO06,Puça,Otocinclus hasemani,Quantitativo,4.0,,2.8,0.320975,otocinclus hasemani,C001-2011-12|ICTIO06|Puça,41895,6071
C001-2011-12,ICTIO06,Puça,Pimelodella gracilis,Quantitativo,4.0,,5.5,1.760075,pimelodella gracilis,C001-2011-12|ICTIO06|Puça,41895,6093
C001-2011-12,ICTIO06,Puça,Rhamdia quelen,Quantitativo,5.0,,2.4,0.10504,rhamdia quelen,C001-2011-12|ICTIO06|Puça,41895,450
C001-2011-12,ICTIO06,Puça,Rineloricaria sp.,Quantitativo,1.0,,6.5,0.6165,rineloricaria sp.,C001-2011-12|ICTIO06|Puça,41895,5427
C001-2011-12,ICTIO06,Puça,Serrapinnus notomelas,Quantitativo,2.0,,2.55,0.25675000000000003,serrapinnus notomelas,C001-2011-12|ICTIO06|Puça,41895,6284
C001-2011-12,ICTIO06,Puça,Serrasalmus rhombeus,Quantitativo,14.0,,1.6285714285714286,0.08270714285714285,serrasalmus rhombeus,C001-2011-12|ICTIO06|Puça,41895,6128
C001-2011-12,ICTIO06,Puça,Steindachnerina fasciata,Quantitativo,1.0,,1.8,0.0547,steindachnerina fasciata,C001-2011-12|ICTIO06|Puça,41895,6134
C001-2011-12,ICTIO06,Puça,Teleocichla proselytus,Quantitativo,1.0,,4.0,0.8895,teleocichla proselytus,C001-2011-12|ICTIO06|Puça,41895,6143
C001-2011-12,ICTIO06,Rede de Emalhar,Hydrolycus armatus,Quantitativo,1.0,,51.0,1345.0,hydrolycus armatus,C001-2011-12|ICTIO06|Rede de Emalhar,41896,5950
C001-2011-12,ICTIO06,Rede de Emalhar,Hydrolycus tatauaia,Quantitativo,6.0,,39.0,193.0,hydrolycus tatauaia,C001-2011-12|ICTIO06|Rede de Emalhar,41896,5952
C001-2011-12,ICTIO07,Puça,Astyanax cf. elachylepis,Quantitativo,51.0,,2.0137254901960784,0.12564313725490195,astyanax cf. elachylepis,C001-2011-12|ICTIO07|Puça,41988,6201
C001-2011-12,ICTIO07,Puça,Astyanax multidens,Quantitativo,1.0,,2.7,0.2512,astyanax multidens,C001-2011-12|ICTIO07|Puça,41988,5798
C001-2011-12,ICTIO07,Puça,Hemigrammus gracilis,Quantitativo,10.0,,2.55,0.28663,hemigrammus gracilis,C001-2011-12|ICTIO07|Puça,41988,5921
C001-2011-12,ICTIO07,Puça,Hyphessobrycon cf. tukunai,Quantitativo,2.0,,2.4,0.2346,hyphessobrycon cf. tukunai,C001-2011-12|ICTIO07|Puça,41988,5957
C001-2011-12,ICTIO07,Puça,Hyphessobrycon pinnistriatus,Quantitativo,23.0,,2.0869565217391304,0.22001739130434786,hyphessobrycon pinnistriatus,C001-2011-12|ICTIO07|Puça,41988,6236
C001-2011-12,ICTIO07,Puça,Imparfinis stictonotus,Quantitativo,24.0,,2.7375000000000003,0.1917958333333333,imparfinis stictonotus,C001-2011-12|ICTIO07|Puça,41988,5978
C001-2011-12,ICTIO07,Puça,Ituglanis amazonicus,Quantitativo,1.0,,5.0,1.2514,ituglanis amazonicus,C001-2011-12|ICTIO07|Puça,41988,5979
C001-2011-12,ICTIO07,Puça,Jupiaba apenima,Quantitativo,1.0,,4.5,2.1504,jupiaba apenima,C001-2011-12|ICTIO07|Puça,41988,5984
C001-2011-12,ICTIO07,Puça,Jupiaba cf. pinnata,Quantitativo,1.0,,3.3,0.6439,jupiaba cf. pinnata,C001-2011-12|ICTIO07|Puça,41988,5988
C001-2011-12,ICTIO07,Puça,Moenkhausia cf. cotinho,Quantitativo,1.0,,3.1,0.2699,moenkhausia cf. cotinho,C001-2011-12|ICTIO07|Puça,41988,6263
C001-2011-12,ICTIO07,Puça,Moenkhausia collettii,Quantitativo,1.0,,4.2,1.378,moenkhausia collettii,C001-2011-12|ICTIO07|Puça,41988,6041
C001-2011-12,ICTIO08,Puça,Acestrorhynchus microlepis,Quantitativo,3.0,,10.866666666666667,12.858266666666665,acestrorhynchus microlepis,C001-2011-12|ICTIO08|Puça,42089,5765
C001-2011-12,ICTIO08,Puça,Aequidens epae,Quantitativo,1.0,,2.1,0.3021,aequidens epae,C001-2011-12|ICTIO08|Puça,42089,5768
