linhas,individuos,especies,campanhas,pontos,linhas_cp,linhas_pc,linhas_sexo_fm,linhas_emg,linhas_evidencia_forte,individuos_evidencia_forte
74579,108355.0,327,69,19,71201,74570,13510,13439,2755,3070.0
